Variable Name,Variable Description
OCQ260,"Looking at the card, which of these best describes this job or work situation?"
OCQ380,"(SP Interview Version) What is the main reason {you/SP} did not work last week?

(Family Interview Version) What is the main reason {you/NON-SP HEAD/NON-SP SPOUSE} did not work last week?"
SEQN,Respondent sequence number
RXDCOUNT,The number of prescription medicines reported.
RXDDAYS,For how long have you been using or taking {PRODUCT NAME}?
RXDDRGID,Generic drug code.
RXDDRUG,Generic drug name.
RXDRSC1,ICD-10-CM code 1.
RXDRSC2,ICD-10-CM code 2.
RXDRSC3,ICD-10-CM code 3.
RXDRSD1,ICD-10-CM code 1 description.
RXDRSD2,ICD-10-CM code 2 description.
RXDRSD3,ICD-10-CM code 3 description.
RXDUSE,"In the past 30 days, have you used or taken medication for which a prescription is needed?  Do not include prescription vitamins or minerals you may have already told me about."
RXQSEEN,Was prescription container seen by interviewer?
SEQN,Respondent sequence number.
KID028,How many times {have you/has SP} passed a kidney stone?
KIQ005,Many people have leakage of urine.  The next few questions ask about urine leakage.  How often {do you/does SP} have urinary leakage?  Would {you/s/he} say . . .
KIQ010,How much urine {do you/does SP} lose each time?  Would {you/s/he} say . . .
KIQ022,"{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had weak or failing kidneys?  Do not include kidney stones, bladder infections, or incontinence."
KIQ025,"In the past 12 months, {have you/has SP} received dialysis (either hemodialysis or peritoneal dialysis)?"
KIQ026,{Have you/Has SP} ever had kidney stones?
KIQ042,"During the past 12 months, {have you/has SP} leaked or lost control of even a small amount of urine with an activity like coughing, lifting or exercise?"
KIQ044,"During the past 12 months, {have you/has SP} leaked or lost control of even a small amount of urine with an urge or pressure to urinate and {you/he/she} couldn't get to the toilet fast enough?`"
KIQ046,"During the past 12 months, {have you/has SP} leaked or lost control of even a small amount of urine without an activity like coughing, lifting, or exercise, or an urge to urinate?"
KIQ050,"During the past 12 months, how much did {your/her/his} leakage of urine bother {you/her/him}?  Please select one of the following choices:"
KIQ052,"During the past 12 months, how much did {your/her/his} leakage of urine affect {your/her/his} day-to-day activities?  Please select one of the following choices:"
KIQ430,How frequently does this occur?  Would {you/s/he} say this occurs . . .
KIQ450,How frequently does this occur? Would {you/s/he} say this occurs. . .
KIQ470,How frequently does this occur?  Would {you/s/he} say this occurs . . .
KIQ480,"During the past 30 days, how many times per night did {you/SP} most typically get up to urinate, from the time {you/s/he} went to bed at night until the time {you/he/she} got up in the morning.  Would {you/s/he} say"
SEQN,Respondent sequence number.
CKD060,"In the last 3 days, have {you/SP} had any muscle pain or soreness?"
CKQ010,"In the past 3 days, did {you/SP} do any strenuous exercise or heavy physical work?"
CKQ020,Did it make {your/SP's} muscles sore or painful?
CKQ030,"In the past 3 days, {have you/has SP} had a muscle injury, bruise or injection? (Do not include insulin or allergy injections.)"
CKQ040,Did it make {your/SP's} muscles sore or painful?
CKQ070Q,"For how many days, weeks, months or years long {have you/has SP} had this pain, aching or soreness?"
CKQ070U,"For how many days, weeks, months or years long {have you/has SP} had this pain, aching or soreness?"
SEQN,Respondent sequence number.
SEQN,Respondent sequence number.
VTQ200A,{Do you/Does she/Does he} currently store paints or fuels inside {your/her/his} home?  Include {your/her/his} basement {and attached garage}.
VTQ210,"First,  I would like to ask you a few questions about {your/SP's} home.  Does {your/her/his} home have an attached garage?"
VTQ220,Is the source of water for {your/her/his} home from a private well?
VTQ231A,"{Do you/Does she/Does he} currently use moth balls, moth crystals or toilet bowl deodorizers inside {your/her/his} home?"
VTQ241A,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours.  This means today or yesterday.  In the last 48 hours, did {you/she/he} cook or bake with natural gas?"
VTQ241B,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours.  This means today or yesterday. How long ago, in hours, did {you/she/he} cook or bake with natural gas?"
VTQ244A,"In the last 48 hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?"
VTQ244B,"How long ago, in hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?"
VTQ251A,"In the last 48 hours, did {you/she/he} spend any time at a swimming pool, in a hot tub, or in a steam room?"
VTQ251B,"How long ago, in hours, has it been since {you/she/he} spent time at a swimming pool, in a hot tub, or in a steam room?"
VTQ261A,"In the last 48 hours, did {you/she/he} use dry cleaning solvents, visit a dry cleaning shop or wear clothes that had been dry-cleaned within the last week?"
VTQ261B,"How long ago, in hours, has it been since {you/she/he} used dry cleaning solvents, visited a dry cleaning shop or wore clothes that had been dry-cleaned within the last week?"
VTQ265A,"In the last 48 hours, did {you/she/he} smoke or spend 10 or more minutes near a person who was smoking a cigarette, cigar, or pipe?"
VTQ265B,"How long ago, in hours, has it been since {you/she/he} smoked or spent 10 or more minutes near a person who was smoking a cigarette, cigar, or pipe?"
VTQ271A,"In the last 48 hours, did {you/she/he} take a hot shower or bath for five minutes or longer?"
VTQ271B,"How long ago, in hours, has it been since {your/SP's} last shower or hot bath?"
VTQ281A,"In the last 48 hours, did {you/she/he} breathe fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?"
VTQ281B,"How long ago, in hours, has it been since {you/she/he} breathed fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?"
VTQ281C,"In the last 48 hours, did {you/she/he} breathe fumes from diesel fuel or kerosene?"
VTQ281D,"How long ago, in hours, has it been since {you/she/he} breathed fumes from diesel fuel or kerosene?"
VTQ281E,"In the last 48 hours, did {you/she/he} breathe fumes from fingernail polish?"
VTQ281F,"How long ago, in hours, has it been since {you/she/he} breathed fumes from fingernail polish?"
WTSVOC2Y,VOC Subsample Weight
CFALANG,Language - Cognitive Functioning
CFASTAT,Cognitive functioning status
CFDAPP,Animal Fluency: Sample Practice Pretest
CFDARNC,Animal Fluency: Reason Not Done
CFDAST,Animal Fluency: Score Total
CFDCCS,CERAD: Number of recalls completed
CFDCIR,CERAD: Intrusion word count Recall
CFDCIT1,CERAD: Intrusion word count Trial 1
CFDCIT2,CERAD: Intrusion word count Trial 2
CFDCIT3,CERAD: Intrusion word count Trial 3
CFDCRNC,CERAD: Reason Not Complete
CFDCSR,CERAD: Score Delayed Recall
CFDCST1,CERAD: Score Trial 1 Recall
CFDCST2,CERAD: Score Trial 2 Recall
CFDCST3,CERAD: Score Trial 3 Recall
CFDDPP,Digit Symbol Coding: Sample Practice Pretest
CFDDRNC,Digit Symbol Coding: Reason Not Done
CFDDS,Digit Symbol Coding: Score
SEQN,Respondent sequence number
OCD231R,"What kind of business or industry is this? (For example: TV and radio management, retail shoe store, state labor department, farm.)"
OCD241R,"What kind of work {were you/was SP} doing? (For example: farming, mail clerk, computer specialist.)"
OCD391R,"What kind of business or industry is this? (For example: TV and radio management, retail shoe store, state labor department, farm.)"
OCD392R,"Thinking of all the paid jobs or businesses {you/SP} ever had, what kind of work {were you/was s/he} doing the longest? (For example, electrical engineer, stock clerk, typist, farmer.)"
SEQN,Respondent sequence number.
